ecli,drug,relevant_countries
ECLI:NL:GHSHE:2014:1613,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2014:1613,mdma,[' Netherlands']
ECLI:NL:GHSHE:2014:1613,bmk,[' Netherlands']
ECLI:NL:GHSHE:2014:1613,pmk,[' Netherlands']
ECLI:NL:GHSHE:2014:392,drugs,[' Netherlands']
ECLI:NL:GHSHE:2014:392,harddrugs,[' Netherlands']
ECLI:NL:GHSHE:2014:392,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2005:AT5319,drugs,"['Netherlands', ' Netherlands']"
ECLI:NL:GHSHE:2005:AT5319,xtc,"['Netherlands', ' Netherlands']"
ECLI:NL:RBGEL:2020:1785,azijnzuuranhydride,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGEL:2020:1750,azijnzuuranhydride,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBOBR:2019:2985,apaan,"['China', 'Netherlands']"
ECLI:NL:RBOBR:2019:2985,amfetamine,"['China', 'Netherlands']"
ECLI:NL:GHDHA:2017:3647,drugs,"['Morocco', 'Netherlands']"
ECLI:NL:GHSHE:2013:BZ5987,safrol,[' Netherlands']
ECLI:NL:GHSHE:2013:BZ5987,isosafrol,[' Netherlands']
ECLI:NL:RBROT:2007:BB7894,mdma,[' Netherlands']
ECLI:NL:RBROT:2007:BB7894,pmk,[' Netherlands']
ECLI:NL:RBOBR:2021:5910,mdma,[' Netherlands']
ECLI:NL:RBOBR:2021:5910,methamfetamine,[' Netherlands']
ECLI:NL:RBOBR:2021:5910,crystal,[' Netherlands']
ECLI:NL:RBZWB:2018:5113,drugs,"['Netherlands', 'Belgium', ' Belgium']"
ECLI:NL:RBNNE:2018:2889,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2018:2883,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2018:2877,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2018:2910,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2018:2908,cocaïne,[' Netherlands']
ECLI:NL:RBNNE:2018:2912,cocaïne,[' Netherlands']
ECLI:NL:RBOBR:2017:2755,weed,[' United Kingdom']
ECLI:NL:RBOBR:2017:2755,amfetamine,[' United Kingdom']
ECLI:NL:RBOBR:2017:2755,mdma,"[' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2017:2755,drugs,"['United Kingdom', ' United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2017:2755,harddrugs,"['United Kingdom', ' United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2017:2755,cocaïne,[' United Kingdom']
ECLI:NL:GHSHE:2014:390,drugs,[' Netherlands']
ECLI:NL:GHSHE:2014:390,harddrugs,[' Netherlands']
ECLI:NL:GHSHE:2014:390,cannabis,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBSGR:2005:AS4819,drugs,['Germany']
ECLI:NL:GHARL:2021:6209,drugs,"[' Netherlands', 'Ecuador']"
ECLI:NL:GHARL:2021:6209,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:GHARL:2021:6208,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:RVS:2020:1599,drugs,[' Netherlands']
ECLI:NL:RBOBR:2020:575,drugs,"[' Netherlands', ' United States']"
ECLI:NL:RBZWB:2018:5125,hennep,"['Netherlands', 'Belgium', ' Netherlands', ' United Kingdom']"
ECLI:NL:RBZWB:2018:5152,drugs,"['Netherlands', 'Belgium', ' Belgium']"
ECLI:NL:RBZWB:2018:5152,hennep,[' United Kingdom']
ECLI:NL:RBGRO:2010:BN5015,hennep,"[' United Kingdom', 'Netherlands']"
ECLI:NL:RBGRO:2010:BN5015,wiet,[' United Kingdom']
ECLI:NL:RBSGR:2006:AY0312,cocaïne,[' Netherlands']
ECLI:NL:RBMNE:2020:58,hasj,"['Netherlands', 'Spain', ' Netherlands']"
ECLI:NL:RBMNE:2020:58,drugs,"['Netherlands', 'Spain']"
ECLI:NL:RBGEL:2021:1847,aceton,"['Europe', 'Netherlands']"
ECLI:NL:RBOVE:2020:1587,drugs,"[' Belgium', 'Germany', 'Australia', ' United States']"
ECLI:NL:RBOVE:2020:1589,pillen,[' Netherlands']
ECLI:NL:RBOVE:2020:1589,drugs,"[' Belgium', 'Germany', 'Australia', ' United States', ' Netherlands']"
ECLI:NL:RBOVE:2020:1596,pillen,[' Netherlands']
ECLI:NL:RBOVE:2020:1596,drugs,"[' Belgium', 'Germany', 'Australia', ' United States', ' Netherlands']"
ECLI:NL:RBOVE:2020:1597,drugs,"[' Belgium', 'Germany', 'Australia', ' United States', ' Netherlands']"
ECLI:NL:RBOBR:2019:5938,drugs,"['Poland', 'Germany', 'Netherlands', ' Netherlands']"
ECLI:NL:RBOBR:2019:5938,harddrugs,[' Netherlands']
ECLI:NL:RBOBR:2019:5938,mdma,[' Netherlands']
ECLI:NL:RBLIM:2019:4835,drugs,[' Netherlands']
ECLI:NL:RBGEL:2019:2168,cocaïne,[' Netherlands']
ECLI:NL:RBGEL:2019:2168,drugs,[' Netherlands']
ECLI:NL:RBSGR:2010:BN5886,cocaïne,"[' Trinidad and Tobago', 'Netherlands']"
ECLI:NL:RBHAA:2008:BF1047,harddrugs,[' Netherlands']
ECLI:NL:RBHAA:2008:BF1047,cocaïne,[' Netherlands']
ECLI:NL:RBOBR:2017:2720,weed,[' United Kingdom']
ECLI:NL:RBOBR:2017:2720,amfetamine,[' United Kingdom']
ECLI:NL:RBOBR:2017:2720,mdma,[' United Kingdom']
ECLI:NL:RBOBR:2017:2720,drugs,"['United Kingdom', ' Belgium', ' Netherlands']"
ECLI:NL:RBOBR:2017:2720,harddrugs,"['United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2016:533,amfetamine,[' Netherlands']
ECLI:NL:RBOBR:2016:533,apaan,[' Netherlands']
ECLI:NL:HR:2010:BM9968,drugs,[' Belgium']
ECLI:NL:RBBRE:2004:AR7632,harddrugs,"['Netherlands', ' Belgium']"
ECLI:NL:RBBRE:2004:AR7632,xtc-pillen,[' United Kingdom']
ECLI:NL:RBOBR:2021:6492,drugs,[' Netherlands']
ECLI:NL:RBOBR:2021:6492,amfetamine,[' Netherlands']
ECLI:NL:RBOBR:2021:6492,mefedron,[' Netherlands']
ECLI:NL:RBOBR:2021:4716,cocaïne,"['Brazil', 'South America', ' Belgium', ' Netherlands', 'Netherlands']"
ECLI:NL:RBOBR:2021:4716,drugs,[' Belgium']
ECLI:NL:RBOBR:2021:4716,mdma,"['South America', ' Belgium']"
ECLI:NL:RBOBR:2021:4716,metamfetamine,"['South America', ' Belgium']"
ECLI:NL:PHR:2020:1224,drugs,[' Netherlands']
ECLI:NL:RBNNE:2016:3231,drugs,['South America']
ECLI:NL:RBOVE:2014:3877,hennep,[' Netherlands']
ECLI:NL:RBZWB:2021:5258,drugs,"['Netherlands', 'France', ' Denmark']"
ECLI:NL:GHSHE:2020:1357,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2020:1357,bmk,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2020:1357,apaan,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2020:1357,drugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBNNE:2016:1834,drugs,['South America']
ECLI:NL:RBNNE:2016:3145,cocaïne,"['Argentina', 'Netherlands']"
ECLI:NL:RBNNE:2016:3145,drugs,['South America']
ECLI:NL:RBNNE:2015:1270,drugs,[' Netherlands']
ECLI:NL:RBNNE:2015:1270,harddrugs,[' Netherlands']
ECLI:NL:RBHAA:2007:BA9494,aceton,[' Netherlands']
ECLI:NL:RBHAA:2007:BA9494,xtc,[' Netherlands']
ECLI:NL:GHSHE:2005:AT5241,drugs,"['Croatia', 'Netherlands']"
ECLI:NL:PHR:2007:BA5802,drugs,[' Netherlands']
ECLI:NL:RBDHA:2020:4446,drugs,"[' Netherlands', ' United Kingdom']"
ECLI:NL:RBDHA:2020:4446,cocaïne,"[' Netherlands', ' United Kingdom']"
ECLI:NL:RBDHA:2014:3300,drugs,[' United States']
ECLI:NL:RBDHA:2014:3300,hasjiesj,[' United States']
ECLI:NL:RBLIM:2017:11537,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2020:1191,drugs,['Colombia']
ECLI:NL:RBZWB:2020:1191,cocaïne,['Colombia']
ECLI:NL:RBZWB:2018:4618,drugs,"['France', ' Netherlands', ' Belgium']"
ECLI:NL:RBZWB:2018:4618,mdma,"['France', ' Belgium', ' Netherlands', 'Netherlands']"
ECLI:NL:RBZWB:2018:4618,ketamine,"['France', ' Netherlands', ' Belgium']"
ECLI:NL:RBZWB:2018:4618,harddrugs,"['Netherlands', ' Belgium']"
ECLI:NL:RBROT:2019:1507,mdma,['Austria']
ECLI:NL:PHR:2011:BP9448,heroïne,[' United Kingdom']
ECLI:NL:PHR:2011:BP9448,cocaïne,[' Netherlands']
ECLI:NL:PHR:2011:BP9448,drugs,[' Netherlands']
ECLI:NL:HR:2022:152,drugs,"[' Belgium', ' Netherlands', 'Netherlands', 'Colombia']"
ECLI:NL:HR:2022:152,cocaïne,"['Colombia', 'Netherlands', ' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2017:93,drugs,[' Netherlands']
ECLI:NL:RBMNE:2017:93,harddrugs,[' Netherlands']
ECLI:NL:RVS:2019:1435,drugs,[' Netherlands']
ECLI:NL:RBBRE:2011:BO9572,harddrugs,['France']
ECLI:NL:RBZWB:2021:5050,cocaïne,[' Netherlands']
ECLI:NL:RBOVE:2020:1562,drugs,['Germany']
ECLI:NL:RBOVE:2020:1562,harddrugs,['Germany']
ECLI:NL:PHR:2019:301,drugs,"[' United States', 'Canada', 'United States', 'Mexico']"
ECLI:NL:PHR:2019:301,cocaïne,"[' United States', 'Canada', 'United States', 'Mexico']"
ECLI:NL:RVS:2018:2423,drugs,[' Netherlands']
ECLI:NL:RBAMS:2019:3878,harddrugs,[' Belgium']
ECLI:NL:RBZLY:2010:BN7814,speed,[' Netherlands']
ECLI:NL:RBLIM:2021:5206,drugs,[' Netherlands']
ECLI:NL:RBZLY:2010:BN7808,speed,[' Netherlands']
ECLI:NL:RBOVE:2020:1560,harddrugs,['Germany']
ECLI:NL:RBOVE:2020:1561,drugs,['Germany']
ECLI:NL:RBOVE:2020:1561,harddrugs,['Germany']
ECLI:NL:GHAMS:2010:BM6067,cocaïne,"['Netherlands', ' United Kingdom']"
ECLI:NL:RBMNE:2019:2632,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'South America']"
ECLI:NL:RBMNE:2019:2632,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco']"
ECLI:NL:RBMNE:2019:2634,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'Germany', ' France', 'South America']"
ECLI:NL:RBMNE:2019:2634,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'Germany']"
ECLI:NL:RBMNE:2019:2638,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'South America']"
ECLI:NL:RBMNE:2019:2638,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco']"
ECLI:NL:RBMNE:2019:2646,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'South America']"
ECLI:NL:RBMNE:2019:2646,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco']"
ECLI:NL:RBMNE:2019:2670,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'India', ' United States', 'South America']"
ECLI:NL:RBMNE:2019:2670,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco']"
ECLI:NL:RBMNE:2019:2669,cocaïne,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco', 'South America']"
ECLI:NL:RBMNE:2019:2669,hennep,"[' Netherlands', 'Netherlands', 'Belgium', 'Suriname', 'Morocco']"
ECLI:NL:RBNHO:2021:5027,cocaïne,"['Netherlands', ' Netherlands']"
ECLI:NL:RBZUT:2007:AZ7299,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2007:AZ7299,heroïne,[' Netherlands']
ECLI:NL:RVS:2014:1070,drugs,[' Netherlands']
ECLI:NL:RBLIM:2018:1493,amfetamine,"[' Netherlands', ' Germany']"
ECLI:NL:RBLIM:2018:1493,mdma,"[' Germany', ' Netherlands']"
ECLI:NL:RBLIM:2018:1493,drugs,"[' Germany', ' Netherlands']"
ECLI:NL:RVS:2018:1129,drugs,[' Netherlands']
ECLI:NL:RBBRE:2008:BC2886,harddrugs,"[' Netherlands', ' Belgium']"
ECLI:NL:RBMAA:2010:BN1304,drugs,"['Morocco', 'Netherlands']"
ECLI:NL:GHSHE:2022:954,mdma,[' Netherlands']
ECLI:NL:GHSHE:2022:954,amfetamine,[' Netherlands']
ECLI:NL:RBZWB:2018:3670,cocaïne,"['Belgium', ' Netherlands']"
ECLI:NL:PHR:1991:AB9066,drugs,"[' Netherlands', 'Netherlands', ' Germany']"
ECLI:NL:RBGEL:2016:2001,drugs,[' Netherlands']
ECLI:NL:RBLIM:2018:1468,amfetamine,"[' Netherlands', ' Germany']"
ECLI:NL:RBLIM:2018:1468,mdma,[' Germany']
ECLI:NL:RBLIM:2018:1468,drugs,"[' Netherlands', ' Germany']"
ECLI:NL:RBLIM:2018:1468,formamide,"[' Netherlands', ' Germany']"
ECLI:NL:RBLIM:2018:1468,bmk,"[' Netherlands', ' Germany']"
ECLI:NL:RBLIM:2018:1468,mierenzuur,[' Germany']
ECLI:NL:RBLIM:2018:1468,methanol,[' Germany']
ECLI:NL:RBLIM:2018:1468,speed,[' Germany']
ECLI:NL:PHR:2016:1285,heroïne,[' Netherlands']
ECLI:NL:RBARN:2008:BG5489,cocaïne,"['Colombia', 'Ecuador', 'United States', ' Belgium', ' Netherlands']"
ECLI:NL:RBZUT:2007:AZ7293,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2007:AZ7293,heroïne,[' Netherlands']
ECLI:NL:PHR:2020:406,harddrugs,"[' Netherlands', 'Netherlands', ' Belgium']"
ECLI:NL:RVS:2019:1433,cocaïne,[' Netherlands']
ECLI:NL:RBMAA:2010:BN1375,drugs,"['Morocco', 'Netherlands']"
ECLI:NL:RBMAA:2010:BN1375,hasjiesj,"['Morocco', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5642,speed,['Poland']
ECLI:NL:GHSHE:2016:5642,xtc,['Poland']
ECLI:NL:GHSHE:2016:5642,mdma,"['Poland', 'Netherlands']"
ECLI:NL:RBROT:2018:3640,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBOBR:2017:5897,drugs,"[' Philippines', ' United Kingdom', 'Spain', 'Netherlands', ' Belgium']"
ECLI:NL:RBOBR:2017:5897,cocaïne,"[' Philippines', ' Spain', ' France', 'Spain', 'Netherlands', 'Europe', ' Belgium', 'Brazil', ' Netherlands']"
ECLI:NL:RBUTR:2012:BY1496,drugs,[' Belgium']
ECLI:NL:RBMNE:2018:234,mdma,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:234,amfetamine,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:234,cocaïne,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:234,harddrugs,"[' Belgium', ' Netherlands']"
ECLI:NL:RBMNE:2018:234,hasjiesj,[' Netherlands']
ECLI:NL:RBMNE:2018:234,hennep,[' Netherlands']
ECLI:NL:GHAMS:2020:757,drugs,[' Netherlands']
ECLI:NL:RBAMS:2009:BH5931,drugs,['Belgium']
ECLI:NL:RBNHO:2021:5342,cocaïne,"['Netherlands', ' France', 'Suriname']"
ECLI:NL:HR:1991:AB9066,drugs,"[' Netherlands', 'Netherlands', ' Germany']"
ECLI:NL:GHSHE:2016:5635,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5635,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5635,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5635,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5635,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5635,speed,['Poland']
ECLI:NL:GHSHE:2016:5635,xtc,['Poland']
ECLI:NL:RBZUT:2011:BU7190,wiet,[' France']
ECLI:NL:RBZUT:2011:BU7190,hasj,[' France']
ECLI:NL:RBZUT:2011:BU7190,drugs,"[' France', 'Germany', 'Netherlands']"
ECLI:NL:RBZUT:2011:BU7190,hennep,[' Germany']
ECLI:NL:PHR:2021:1175,drugs,"[' Belgium', ' Netherlands', 'Netherlands', 'Colombia']"
ECLI:NL:PHR:2021:1175,cocaïne,['Colombia']
ECLI:NL:RBUTR:2007:BC0976,heroïne,[' United Kingdom']
ECLI:NL:RBUTR:2007:BC0976,drugs,[' United Kingdom']
ECLI:NL:HR:2020:1484,apaan,[' Netherlands']
ECLI:NL:HR:2020:1484,bmk,[' Netherlands']
ECLI:NL:HR:2020:1484,amfetamine,[' Netherlands']
ECLI:NL:RBOBR:2019:2986,amfetamine,"['China', 'Netherlands']"
ECLI:NL:RBOBR:2019:2986,apaan,"['China', 'Netherlands']"
ECLI:NL:RBOBR:2019:2986,bmk,"['China', 'Netherlands']"
ECLI:NL:PHR:2014:541,methanol,"[' Netherlands', ' Sweden', ' Turkey', ' United States', ' Kyrgyzstan', ' Czechia']"
ECLI:NL:PHR:2014:541,mierenzuur,"[' Netherlands', ' Sweden', ' Turkey', ' United States', ' Kyrgyzstan']"
ECLI:NL:PHR:2014:541,pmk,"[' Netherlands', ' Sweden', ' Turkey', ' United States', ' Kyrgyzstan']"
ECLI:NL:PHR:2014:541,harddrugs,"[' Netherlands', ' Sweden', ' Turkey', ' United States', ' Kyrgyzstan', 'Belgium']"
ECLI:NL:PHR:2014:541,aceton,"[' Netherlands', ' Sweden', ' United States', ' Kyrgyzstan', ' Czechia']"
ECLI:NL:PHR:2014:541,speed,"[' Czechia', ' Netherlands']"
ECLI:NL:PHR:2014:541,mdma,"[' Czechia', ' Netherlands']"
ECLI:NL:GHARN:2010:BM7156,mdma,[' Netherlands']
ECLI:NL:RBOBR:2017:6074,drugs,"[' Philippines', ' United Kingdom', 'Spain', 'Netherlands']"
ECLI:NL:RBOBR:2017:6074,cocaïne,"[' Philippines', ' Spain', ' France', 'Spain', 'Netherlands', 'Europe', ' Belgium', 'Brazil', ' Netherlands']"
ECLI:NL:RBARN:2008:BG6276,cocaïne,"['Colombia', 'Ecuador', 'United States', ' Belgium']"
ECLI:NL:RBOVE:2020:1559,drugs,['Germany']
ECLI:NL:RBOVE:2020:1559,harddrugs,['Germany']
ECLI:NL:RBOVE:2018:3394,drugs,[' Belgium']
ECLI:NL:RBOVE:2018:3394,xtc,[' Belgium']
ECLI:NL:RBOVE:2018:3394,cocaïne,[' Belgium']
ECLI:NL:RBOVE:2018:3394,harddrugs,[' Belgium']
ECLI:NL:RBMAA:2010:BO3654,drugs,[' Netherlands']
ECLI:NL:RBHAA:2011:BP4480,drugs,[' Netherlands']
ECLI:NL:RBNNE:2020:2702,drugs,[' Netherlands']
ECLI:NL:RBNNE:2020:2702,amfetamine,[' Netherlands']
ECLI:NL:RBNNE:2020:2702,ghb,[' Netherlands']
ECLI:NL:GHSHE:2005:AS6602,drugs,[' Netherlands']
ECLI:NL:RBZUT:2009:BI9787,amfetamine,"['Hungary', 'Netherlands']"
ECLI:NL:RBROE:2009:BH4912,drugs,"[' Belgium', ' Italy', ' Argentina']"
ECLI:NL:RBOBR:2020:1201,amfetamine,"['Sweden', 'Finland']"
ECLI:NL:RBOBR:2020:1201,mdma,['Sweden']
ECLI:NL:RBOBR:2020:1201,drugs,"[' Belgium', 'Sweden', ' Netherlands']"
ECLI:NL:RBOBR:2020:1201,hasjiesj,['Finland']
ECLI:NL:RBARN:2008:BG6590,cocaïne,"['Colombia', 'Ecuador']"
ECLI:NL:RBZWB:2021:3616,hennep,[' Netherlands']
ECLI:NL:RBZWB:2021:3616,drugs,[' Belgium']
ECLI:NL:RVS:2017:2327,harddrugs,"[' Netherlands', ' Belgium']"
ECLI:NL:RBZWB:2017:2458,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2017:2458,drugs,[' Netherlands']
ECLI:NL:RBMAA:2005:AU1187,harddrugs,[' Netherlands']
ECLI:NL:RBOBR:2020:1227,amfetamine,['Sweden']
ECLI:NL:RBOBR:2020:1227,drugs,"[' Belgium', 'Sweden', ' Netherlands']"
ECLI:NL:GHSHE:2016:5636,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5636,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5636,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5636,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5636,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5636,speed,['Poland']
ECLI:NL:GHSHE:2016:5636,xtc,['Poland']
ECLI:NL:RBROE:2009:BH4791,drugs,"[' Belgium', ' Netherlands']"
ECLI:NL:RBOVE:2021:795,drugs,[' Netherlands']
ECLI:NL:GHSHE:2016:5630,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5630,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5630,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5630,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5630,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5630,speed,['Poland']
ECLI:NL:GHSHE:2016:5630,xtc,['Poland']
ECLI:NL:GHSHE:2016:5630,harddrugs,"[' United Kingdom', 'Norway']"
ECLI:NL:RBZWB:2015:5598,drugs,[' Netherlands']
ECLI:NL:RBZWB:2021:3609,drugs,[' Belgium']
ECLI:NL:RBMNE:2020:537,drugs,[' Dominican Republic']
ECLI:NL:RBDHA:2020:6415,cocaïne,"['Netherlands', 'Germany']"
ECLI:NL:RBDHA:2018:16325,cocaïne,"[' United Kingdom', 'United Kingdom', ' Netherlands', ' Belgium', 'Colombia']"
ECLI:NL:RBDHA:2018:16325,drugs,[' Netherlands']
ECLI:NL:GHAMS:2014:4180,harddrugs,[' Barbados']
ECLI:NL:GHSHE:2020:1802,drugs,['Belgium']
ECLI:NL:PHR:2006:AU5632,cocaïne,[' Netherlands']
ECLI:NL:PHR:2006:AU5632,drugs,[' Netherlands']
ECLI:NL:RBOBR:2021:5049,drugs,[' Netherlands']
ECLI:NL:RBAMS:2017:3325,drugs,"[' Netherlands', ' Belgium']"
ECLI:NL:RBAMS:2017:3325,harddrugs,['Belgium']
ECLI:NL:RBAMS:2017:3325,crystal,"['Belgium', ' Belgium']"
ECLI:NL:RBAMS:2017:3325,methamfetamine,"['Belgium', ' Belgium']"
ECLI:NL:RBROT:2018:3639,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBZWB:2019:495,drugs,['Colombia']
ECLI:NL:RBZWB:2019:495,cocaïne,['Colombia']
ECLI:NL:GHSHE:2021:2454,drugs,[' Belgium']
ECLI:NL:GHSHE:2021:2454,mdma,[' Netherlands']
ECLI:NL:RBLIM:2018:1487,amfetamine,[' Netherlands']
ECLI:NL:RBMNE:2013:5235,harddrugs,[' Netherlands']
ECLI:NL:RBAMS:2021:3455,heroïne,[' Netherlands']
ECLI:NL:RBAMS:2021:3455,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2020:2896,harddrugs,[' Netherlands']
ECLI:NL:RBZWB:2020:2896,cocaïne,[' Netherlands']
ECLI:NL:RBZWB:2020:2896,drugs,[' Netherlands']
ECLI:NL:RBOVE:2019:3532,drugs,[' Netherlands']
ECLI:NL:RBOVE:2019:3532,amfetamine,[' Netherlands']
ECLI:NL:RBROT:2017:4288,harddrugs,[' Belgium']
ECLI:NL:RBZUT:2007:AZ7318,cocaïne,[' Netherlands']
ECLI:NL:RBZUT:2007:AZ7318,heroïne,[' Netherlands']
ECLI:NL:RBOBR:2019:6931,drugs,[' Netherlands']
ECLI:NL:RBOBR:2019:6931,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2016:5619,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5619,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5619,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5619,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5619,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5619,speed,['Poland']
ECLI:NL:GHSHE:2016:5619,xtc,['Poland']
ECLI:NL:GHSHE:2016:5619,mdma,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,mierenzuur,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,formamide,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,apaan,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,drugs,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,amfetamine,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,speed,['Poland']
ECLI:NL:GHSHE:2016:5645,xtc,['Poland']
ECLI:NL:GHSHE:2016:5645,mdma,"['Poland', 'Netherlands']"
ECLI:NL:GHSHE:2016:5645,harddrugs,"[' United Kingdom', 'Norway']"
ECLI:NL:RBSGR:2010:BL4298,drugs,"['Turkey', 'Morocco', 'Netherlands']"
ECLI:NL:RBSGR:2010:BL4298,hasj,"['Morocco', ' Belgium']"
ECLI:NL:GHSHE:2020:1797,drugs,['Belgium']
ECLI:NL:HR:2009:BI1368,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2018:3638,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RVS:2012:BV9512,harddrugs,[' Netherlands']
ECLI:NL:RBMID:2008:BG6658,drugs,[' Netherlands']
ECLI:NL:RBLIM:2021:8726,hennep,[' Netherlands']
ECLI:NL:RBLIM:2021:8726,hasj,[' Netherlands']
ECLI:NL:RBROT:2021:3095,drugs,[' Netherlands']
ECLI:NL:OGEAC:2019:161,cocaïne,[' Netherlands']
ECLI:NL:OGEAC:2019:162,cocaïne,[' Netherlands']
ECLI:NL:OGEAC:2019:163,cocaïne,[' Netherlands']
ECLI:NL:RBROT:2019:1505,mdma,['United States']
ECLI:NL:RBHAA:2009:BH7794,cocaïne,"[' United Kingdom', 'United Kingdom', ' Belgium']"
ECLI:NL:RBOBR:2020:1226,amfetamine,['Sweden']
ECLI:NL:RBOBR:2020:1226,drugs,"[' Belgium', 'Sweden', ' Netherlands']"
ECLI:NL:RBAMS:2009:BI7195,cocaïne,['Brazil']
ECLI:NL:RBAMS:2009:BI7195,drugs,"['Romania', 'Brazil', ' Netherlands']"
ECLI:NL:GHARL:2021:1243,drugs,"['Netherlands', ' Netherlands']"
ECLI:NL:RBNHO:2018:2364,harddrugs,[' Netherlands']
